timestamp,route_name,distance_km,duration_minutes,traffic_delay_minutes,status,route_id,origin,destination,hour,day_of_week,is_weekend,temperature,humidity,weather_condition,rain_1h,wind_speed
2026-09-13 01:04:24,ORR,14.57,28.9,0.4,success,1,Marathahalli,Silk Board,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,Whitefield-Koramangala,16.93,30.2,0.0,success,2,Whitefield,Koramangala,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,BTM-ECity,12.37,16.2,0.0,success,3,BTM Layout,Electronic City,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,Hebbal-Bellandur,23.98,44.7,0.0,success,4,Hebbal,Bellandur,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,Airport-MG Road,34.98,42.8,0.0,success,5,Kempegowda Airport,MG Road,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,Indiranagar-Brigade,4.26,11.7,0.0,success,6,Indiranagar,Brigade Road,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 01:04:24,Yeshwanthpur-Jayanagar,19.19,31.5,0.0,success,7,Yeshwanthpur,Jayanagar,1,Sunday,1,23.6,65,Rain,0.11,3.1
2026-09-13 03:03:29,ORR,14.57,27.2,0.0,success,1,Marathahalli,Silk Board,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,Whitefield-Koramangala,16.93,28.0,0.0,success,2,Whitefield,Koramangala,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,BTM-ECity,12.37,15.6,0.0,success,3,BTM Layout,Electronic City,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,Hebbal-Bellandur,23.98,41.5,0.0,success,4,Hebbal,Bellandur,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,Airport-MG Road,35.01,43.6,0.0,success,5,Kempegowda Airport,MG Road,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,Indiranagar-Brigade,4.26,10.9,0.0,success,6,Indiranagar,Brigade Road,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 03:03:29,Yeshwanthpur-Jayanagar,19.19,29.2,0.0,success,7,Yeshwanthpur,Jayanagar,3,Sunday,1,22.3,73,Clouds,0,3.1
2026-09-13 05:34:52,ORR,14.56,28.8,1.7,success,1,Marathahalli,Silk Board,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,Whitefield-Koramangala,16.93,29.6,0.0,success,2,Whitefield,Koramangala,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,BTM-ECity,12.37,15.9,0.0,success,3,BTM Layout,Electronic City,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,Hebbal-Bellandur,23.98,43.8,0.0,success,4,Hebbal,Bellandur,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,Airport-MG Road,34.98,41.8,0.0,success,5,Kempegowda Airport,MG Road,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,Indiranagar-Brigade,4.26,11.5,0.0,success,6,Indiranagar,Brigade Road,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 05:34:52,Yeshwanthpur-Jayanagar,19.19,30.9,0.0,success,7,Yeshwanthpur,Jayanagar,5,Sunday,1,22.0,78,Clouds,0,2.6
2026-09-13 10:32:54,ORR,14.56,27.9,0.0,success,1,Marathahalli,Silk Board,10,Sunday,1,26.3,66,Clouds,0,2.6
2026-09-13 10:32:54,Whitefield-Koramangala,16.93,36.7,0.0,success,2,Whitefield,Koramangala,10,Sunday,1,26.3,66,Clouds,0,2.6
