timestamp,route_name,distance_km,duration_minutes,traffic_delay_minutes,status,route_id,origin,destination,hour,day_of_week,is_weekend,temperature,humidity,weather_condition,rain_1h,wind_speed
2026-09-14 02:28:21,ORR,14.56,26.5,0.0,success,1,Marathahalli,Silk Board,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,Whitefield-Koramangala,16.93,27.4,0.0,success,2,Whitefield,Koramangala,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,BTM-ECity,12.37,15.5,0.0,success,3,BTM Layout,Electronic City,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,Hebbal-Bellandur,23.98,40.6,0.0,success,4,Hebbal,Bellandur,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,Airport-MG Road,34.98,44.4,2.9,success,5,Kempegowda Airport,MG Road,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,Indiranagar-Brigade,4.26,10.7,0.0,success,6,Indiranagar,Brigade Road,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 02:28:21,Yeshwanthpur-Jayanagar,19.19,29.4,0.0,success,7,Yeshwanthpur,Jayanagar,2,Monday,0,23.3,73,Clouds,0,0
2026-09-14 04:45:51,ORR,14.56,26.5,0.0,success,1,Marathahalli,Silk Board,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,Whitefield-Koramangala,16.93,28.1,0.0,success,2,Whitefield,Koramangala,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,BTM-ECity,12.37,15.7,0.0,success,3,BTM Layout,Electronic City,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,Hebbal-Bellandur,23.98,41.6,0.0,success,4,Hebbal,Bellandur,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,Airport-MG Road,34.98,40.8,0.0,success,5,Kempegowda Airport,MG Road,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,Indiranagar-Brigade,4.26,10.9,0.0,success,6,Indiranagar,Brigade Road,4,Monday,0,22.0,80,Clouds,0,0
2026-09-14 04:45:51,Yeshwanthpur-Jayanagar,19.19,30.1,0.0,success,7,Yeshwanthpur,Jayanagar,4,Monday,0,22.0,80,Clouds,0,0
