timestamp,route_name,distance_km,duration_minutes,traffic_delay_minutes,status,route_id,origin,destination,hour,day_of_week,is_weekend,temperature,humidity,weather_condition,rain_1h,wind_speed
2026-04-23 01:15:12,ORR,14.56,27.8,0.0,success,1,Marathahalli,Silk Board,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,Whitefield-Koramangala,16.93,32.2,0.0,success,2,Whitefield,Koramangala,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,BTM-ECity,12.37,16.8,0.0,success,3,BTM Layout,Electronic City,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,Hebbal-Bellandur,22.18,47.2,0.0,success,4,Hebbal,Bellandur,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,Airport-MG Road,34.99,43.5,0.0,success,5,Kempegowda Airport,MG Road,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,Indiranagar-Brigade,4.26,12.6,0.0,success,6,Indiranagar,Brigade Road,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 01:15:12,Yeshwanthpur-Jayanagar,19.32,32.9,0.0,success,7,Yeshwanthpur,Jayanagar,1,Thursday,0,26.9,29,Clouds,0,3.6
2026-04-23 02:42:42,ORR,14.56,27.7,0.0,success,1,Marathahalli,Silk Board,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,Whitefield-Koramangala,16.93,32.2,0.0,success,2,Whitefield,Koramangala,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,BTM-ECity,12.37,16.4,0.0,success,3,BTM Layout,Electronic City,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,Hebbal-Bellandur,25.77,44.2,0.0,success,4,Hebbal,Bellandur,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,Airport-MG Road,34.99,43.5,0.0,success,5,Kempegowda Airport,MG Road,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,Indiranagar-Brigade,4.26,12.6,0.0,success,6,Indiranagar,Brigade Road,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 02:42:42,Yeshwanthpur-Jayanagar,19.32,32.9,0.0,success,7,Yeshwanthpur,Jayanagar,2,Thursday,0,26.2,31,Clouds,0,3.5
2026-04-23 03:38:12,ORR,14.57,27.9,0.0,success,1,Marathahalli,Silk Board,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,Whitefield-Koramangala,16.93,32.3,0.0,success,2,Whitefield,Koramangala,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,BTM-ECity,12.37,16.4,0.0,success,3,BTM Layout,Electronic City,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,Hebbal-Bellandur,25.77,44.2,0.0,success,4,Hebbal,Bellandur,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,Airport-MG Road,34.99,43.7,0.0,success,5,Kempegowda Airport,MG Road,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,Indiranagar-Brigade,4.26,12.6,0.0,success,6,Indiranagar,Brigade Road,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 03:38:12,Yeshwanthpur-Jayanagar,19.32,33.0,0.0,success,7,Yeshwanthpur,Jayanagar,3,Thursday,0,24.1,65,Clouds,0,0.5
2026-04-23 04:40:17,ORR,14.57,27.9,0.0,success,1,Marathahalli,Silk Board,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,Whitefield-Koramangala,16.93,32.6,0.0,success,2,Whitefield,Koramangala,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,BTM-ECity,12.37,16.4,0.0,success,3,BTM Layout,Electronic City,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,Hebbal-Bellandur,25.77,44.3,0.0,success,4,Hebbal,Bellandur,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,Airport-MG Road,34.99,43.8,0.0,success,5,Kempegowda Airport,MG Road,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,Indiranagar-Brigade,4.26,12.7,0.0,success,6,Indiranagar,Brigade Road,4,Thursday,0,24.2,38,Clouds,0,2.8
2026-04-23 04:40:17,Yeshwanthpur-Jayanagar,19.32,33.4,0.0,success,7,Yeshwanthpur,Jayanagar,4,Thursday,0,24.2,38,Clouds,0,2.8
